"adj_year","PDO_NB","PDO_fall","PDO_spring","PDO_summer","PDO_winter","ALBSA_NB","ALBSA_fall","ALBSA_spring","ALBSA_summer","ALBSA_winter","upwell_NB","upwell_fall","upwell_spring","upwell_summer","upwell_winter","AOI_NB","AOI_fall","AOI_spring","AOI_summer","AOI_winter","MEI_NB","MEI_fall","MEI_spring","MEI_summer","MEI_winter","NPGO_NB","NPGO_fall","NPGO_spring","NPGO_summer","NPGO_winter","NOI_NB","NOI_fall","NOI_spring","NOI_summer","NOI_winter","NPI_NB","NPI_fall","NPI_spring","NPI_summer","NPI_winter","sst_NB","sst_fall","sst_spring","sst_summer","sst_winter","chla_NB","chla_fall","chla_spring","chla_summer","chla_winter","vwnd_NB","vwnd_fall","vwnd_spring","vwnd_summer","vwnd_winter","uwnd_NB","uwnd_fall","uwnd_spring","uwnd_summer","uwnd_winter","scalar_NB","scalar_fall","scalar_spring","scalar_summer","scalar_winter","curl_NB","curl_fall","curl_spring","curl_summer","curl_winter","prod_NB","prod_fall","prod_spring","prod_summer","prod_winter","ref_year"
1,-0.684444444444444,-0.89,-1.165,-1.35,0.13,-25.7195555555556,-54.9933333333333,-1.9985,95.66125,-49.144,0.289049344151116,0.145289875292354,-0.140846759839989,-0.315016885572719,0.933202348845183,-0.570111111111111,-1.20433333333333,0.679,0.119,-1.09033333333333,-0.409888888888889,-0.795,0.167,-0.23325,-0.415666666666667,2.18027777777778,1.95926666666667,2.0789,1.622425,2.73556666666667,1.427,2.55233333333333,0.801,-0.00274999999999997,1.39133333333333,-0.504135822754994,-0.945651666686055,0.723232965485024,0.783765391126486,-1.11084295909078,4.6488913379022,3.75272418782869,2.77850802840154,7.42009176275688,5.21509533696514,0.678177362749511,0.685705377592619,0.893591188924689,0.792459570722473,0.445074654937413,0.869236387322473,2.54249174658347,-1.1946105830505,0.573495759404506,1.39901794880675,0.783963889197864,0.5567248818798,1.37123297041075,1.38404365150361,0.504031774622424,11.2767151392393,11.6822568382452,9.44277779261271,8.5396296315723,12.6224564755269,0.146948373984633,0.18667231207781,0.0624075388970797,0.0364351523848772,0.221471367709006,451.303425244977,449.462552136969,447.797510779965,900.249614547511,136.855822617629,"00-01"
2,-1.30222222222222,-1.34333333333333,-1.4,-1.895,-0.92,-1.808,-77.9583333333333,115.8015,97.84,-10.189,0.360929078580497,0.0457640891593654,-0.0786431435068707,-0.321237247206031,1.19860444519982,0.47,0.0686666666666666,0.5745,-0.058075,1.194,0.116777777777778,-0.204666666666667,0.909,0.04475,0.041,1.64208888888889,1.64863333333333,1,1.91445,1.97996666666667,0.410666666666667,-1.01566666666667,0.0495,0.28025,2.48466666666667,-0.173501805232587,-0.778197479864827,0.86013807768347,0.773582366252225,-0.401048410447624,6.2039005631665,7.21831786822607,5.23047323156208,7.81932897473184,4.52454474732694,0.768176710256311,0.696417858918984,1.34867905375282,0.942468766902818,0.360988451984801,0.0331295624570795,-1.07014499584581,0.246349755191691,-0.0985417966730897,1.43390103781389,0.753249892807822,1.30601323581082,-0.470366324022137,1.8503406790637,0.485287989800177,11.0361411298548,12.3537962951778,8.6207110620428,7.92268520593643,11.7243999481201,0.139275637168857,0.21934088795729,-0.0471113426961152,0.0524806154529937,0.188862634134475,491.744656215615,469.853720548996,824.453954075002,1095.24349060285,87.3117290434415,"01-02"
3,0.711111111111111,0.806666666666667,0.19,-0.6925,1.32666666666667,-39.444,-106.283,63.25,76.493,-102.315666666667,0.344341447558332,0.709269330045958,-0.240372545972978,-0.190609652906483,0.518511573291063,-0.346855555555556,-1.50333333333333,0.421,0.157325,0.196333333333333,0.637333333333333,0.749666666666667,0.1605,0.8935,0.729,1.37968888888889,1.70643333333333,1.0105,1.155975,1.48416666666667,-1.89633333333333,-2.59966666666667,-1.695,-1.11775,-1.05333333333333,-0.825215397185499,-1.48874632664682,0.589722194911342,0.616876927909381,-1.52721553172736,6.1917962745889,7.90240783392545,4.37299028983858,10.2713458652118,4.01006907889124,0.669918284257753,0.542427083687024,1.03032424690545,0.846296226340161,0.470963424203164,0.468628941795122,1.15040592005315,0.127298016745718,0.793406686583896,-0.254582893712744,-0.118329162357294,-0.219168675402294,1.49013611700826,0.758371728080048,-2.20246269227362,10.4369222433849,10.6726911118907,9.75650999450953,8.12685184567064,10.7669454921096,0.128736737560877,0.23069437558872,0.0219745884780962,0.0645108413780826,0.11777285621157,757.239399244872,381.903759929813,1697.4787741312,902.850912307088,298.326046757762,"02-03"
4,-0.127777777777778,-0.02,0.015,-0.115,-0.22,-12.6066666666667,66.0316666666667,15.1145,58.35875,-108.717,-0.0814077486772315,0.443867233691321,-0.327457608839343,-0.383440863539149,-0.244519453728519,-0.300144444444444,0.079,-0.25165,0.040075,-0.967333333333333,0.466777777777778,0.713,0.4365,0.36075,0.230666666666667,0.434877777777778,0.465666666666667,0.1663,0.9079,0.438366666666667,0.255888888888889,-0.661,0.8035,-0.84825,1.411,-0.478992551460514,-0.336178770507865,0.176743963899504,0.633848636033159,-1.26849127010717,6.30715625825554,6.90243009384201,5.13969214415487,10.5613063458441,4.57855225732493,0.756952547261212,0.700565166265614,1.19806781980656,0.990706351407441,0.452539842354708,0.0803824844386863,-0.746658599550297,1.69627412981181,0.591655331301606,0.299238218948888,0.538207648389058,2.58800614049175,-0.0837471566542435,0.574406801244348,-0.61581378350793,10.8280903363326,12.0277135707714,9.17055559158323,8.01435188010887,11.6503845787048,0.116764425038928,0.172127438582933,0.0665589660319274,0.0853137432485609,0.106550186483173,883.372890185164,628.185559738763,2071.42577227482,1577.74998514306,215.745734813974,"03-04"
5,-0.101111111111111,-0.913333333333333,0.635,-0.22,0.243333333333333,-16.8573333333333,32.3316666666667,-95.531,71.02625,-45.8163333333333,0.0927623770554991,0.676094068001628,-0.62603496723831,-0.308796523939407,0.0789393512036951,-0.0916888888888889,0.464333333333333,-0.4046,-0.0755,-0.754666666666667,0.697222222222222,0.603333333333333,0.737,0.5595,0.833,-0.902533333333333,-0.461366666666667,-1.23755,0.562475,-1.54666666666667,-0.753111111111111,0.790666666666667,-1.0905,-0.15175,-2.54766666666667,-0.45636360729548,-0.368613590477749,0.0828338456146303,0.62027126953414,-1.30846907146539,6.24951385159605,7.02337385282064,5.36864395154646,10.9217486481943,4.54714590602011,0.750104632142404,0.547359456297085,1.30764522749003,0.885551178269268,0.505153556670305,0.748887955316498,1.28765720540634,-0.395531940791342,0.616274766871895,1.10109320257641,0.763073305906957,3.68568301476814,-1.06187849693621,0.904467648427711,-1.92311699920403,10.7519310072382,12.2282621488046,9.21722218725416,7.79351851675246,10.8500000190735,0.129004541018424,0.175957369401995,0.10272815752601,0.0853430545989289,0.0863828039093931,858.625270884556,575.08440557652,2169.99188685993,1501.5596836991,252.036911889589,"04-05"
6,-0.655555555555556,-1.33,-0.5,-0.34,0.0666666666666667,2.69033333333333,-99.1593333333333,10.942,64.27375,61.3133333333333,-0.598388915534702,-1.24807113056949,-0.339898332105967,-0.227931822706354,-0.319163793328261,-0.296911111111111,-0.614066666666667,0.147,0.103725,-0.642,-0.191555555555556,-0.203333333333333,0.2855,0.24475,-0.502,-0.943111111111111,-1.26743333333333,-0.3439,-1.412475,-0.808433333333333,1.29811111111111,1.206,-0.773,0.85425,2.09,-0.043008227214236,-0.858907380720102,0.7730166426481,0.693249614466365,-0.0487911796119667,4.69052133492024,6.21495667405634,2.88272037062638,9.44423348488325,2.7061078213962,0.735741739705605,0.589944193283538,1.24893157779165,0.903445977036974,0.475681036352004,-0.690089973373868,-1.86662857412694,-0.797409994346607,1.37689262494785,-0.679147628400429,2.59862506863519,2.00015544723489,2.99962124472518,2.53880303458276,1.97938679224225,10.7771813828834,11.3042663793732,10.1190740444042,8.5176851970178,10.5339444531335,0.15635727748277,0.173954606480914,0.157780417722717,0.0747548276299817,0.146956675830024,896.851363097042,644.068051924042,1858.82818833427,1566.57413469665,258.846506455046,"05-06"
7,-0.791111111111111,-0.656666666666667,-0.545,-0.7,-0.77,-24.9352222222222,-12.0676666666667,-92.04,54.274,-4.51133333333333,-1.06560718932568,-1.42224125630222,-1.03657883503689,-0.190609652906483,-1.0075504807481,0.635,0.590333333333333,0.719,0.3785,0.633333333333333,0.403222222222222,0.603,0.0965,0.80075,0.229333333333333,-0.298522222222222,-0.733533333333333,0.4761,-0.333175,-0.366233333333333,2.494,0.836,1.994,-0.24,5.12366666666667,-0.247925888264247,-0.293938074733143,0.0228671435772994,0.868058208141236,-0.628092150236783,4.50922686736642,5.75144268666001,2.80505019242556,9.05620600978626,2.56696678481322,0.742934171968961,0.581615182994155,1.32992537196776,0.927968969116222,0.467031598784248,-1.40491786926464,-1.68985161919975,-1.42495133350086,0.28517022307669,-1.34208074131015,0.73598645315333,2.27472121434079,-1.06675603477871,1.53765225192721,0.0825910555819668,10.4500888912374,11.2457975234514,8.64925926702994,7.97888890460685,11.3920000139872,0.132396236498922,0.168317236033432,0.111185748207693,0.0914638962733282,0.108554541833992,798.781393472689,514.191803836561,1935.92936860805,1406.49872407233,236.705362095677,"06-07"
8,-1.50777777777778,-1.51333333333333,-1.965,-0.35,-1.35333333333333,-17.5003333333333,-43.175,-2.785,63.10925,-41.5803333333333,-0.479510893209187,-0.136699852084448,-0.17816892963986,-0.240372545972978,-1.16513297545867,0.172444444444444,0.228333333333333,-0.8275,-0.201675,0.781,-0.727666666666667,-0.449333333333333,-0.1015,-0.776,-1.26033333333333,1.06253333333333,0.8183,1.56685,1.202675,1.02173333333333,3.85077777777778,4.379,2.494,0.36575,5.051,-0.181296219333874,-0.474215329914562,0.808091506103893,0.597642325369103,-0.708802051092049,4.17439028273577,5.22331818796937,2.99167805618429,7.88882876152275,2.37290077330816,0.782442115760412,0.815023207273936,1.12118941141674,0.857786616870659,0.468939459789352,0.209287658911544,0.00270567829778134,0.460449287146159,0.87715101546524,-0.980634999162528,1.98090032904903,3.25517471271487,0.517039143178545,2.20263398271615,0.838688065010453,10.7953077270004,11.5663457286505,9.42074073244023,7.79252848394237,11.151391325966,0.175628204062632,0.268197006142819,0.0851367206255585,0.0602006672151792,0.168958004483562,1075.12890986856,1010.02071799718,1814.13262452342,1266.19237214077,319.64107207597,"07-08"
9,-1.76888888888889,-1.56,-1.865,-2.075,-1.83,42.2123333333333,3.85433333333333,103.4885,26.93625,49.657,-0.142229062425169,-0.319163793328261,-0.203050376173107,-0.358559417005902,0.211640399381014,0.500577777777778,0.806733333333333,1.0815,-0.244325,0.083,-0.373666666666667,-0.746666666666667,0.5385,-0.365,-0.500333333333333,1.03801111111111,1.39466666666667,0.485,1.7692,0.653666666666667,2.58288888888889,2.98033333333333,2.1175,-0.4115,3.38833333333333,0.385684548356638,0.240105007561599,0.761702170565581,0.676843629946719,0.304220349362524,4.3133048764931,5.20654997510391,3.13479976549567,7.63415948299381,2.71240008892658,0.758754008576512,0.589596615659997,1.26371423370874,1.00282381839228,0.50749450628793,-0.641518121371103,-1.40914258257382,-0.21600529561854,-0.0565052776073578,-0.338896574521507,1.43984604375188,1.81220322902843,-0.058793069380853,1.5639476071142,1.85242566557164,9.44089901459234,9.97409780820212,8.04080480693752,6.80018517043855,10.4968281184125,0.125266268658042,0.183375297400261,0.04810699445901,0.0921858194563996,0.106546289961028,980.287683899275,738.401162199832,2946.56079362601,1549.92910326613,256.46707920905,"08-09"
10,-0.242222222222222,-0.586666666666667,-0.31,-0.51,0.00333333333333334,-88.7454444444444,-68.7383333333333,-64.657,10.06625,-134.026666666667,0.172935926995962,0.775619854134617,-0.0537616969736235,-0.315016885572719,-0.0122926194182114,-1.34466666666667,-1.497,-0.597,-0.472175,-2.43066666666667,0.747888888888889,0.484,0.215,0.925,1.322,1.42881111111111,1.0907,1.5224,0.65805,1.85263333333333,-1.58044444444444,-0.944,0.8735,-0.2555,-4.853,-0.630355044653278,-0.792529144502668,0.709655598986017,0.476011750482059,-1.64790323394088,4.7079687084416,5.9223102037581,3.47036593866779,8.040533240003,2.87305446932598,0.692331780542608,0.552686847711331,1.1543992257055,0.882060240344531,0.477410193963549,-1.45170386986129,-0.470287491406463,-0.340845192666165,0.806612070168034,-3.15239826843924,0.428230196001858,0.687053726382414,1.4796261475249,0.900445720594791,-1.01295100556066,9.9970550593714,10.7269086291466,9.0868161818241,7.46490740334546,10.4365025583903,0.143608462415064,0.160833554622289,0.134314611693197,0.0761252682840912,0.137316750144057,629.173113352192,568.282444533138,1102.11815083509,1475.14350424037,266.436582595227,"09-10"
11,-1.59111111111111,-1.73,-1.11,-1.995,-1.49,24.0027777777778,-39.1516666666667,-16.682,72.87975,95.859,0.377516709602662,0.236521845914261,-0.140846759839989,-0.234152184339666,1.09078484355575,-0.0870111111111111,-1.15766666666667,1.11745,-0.14,0.44,-0.949777777777778,-0.656333333333333,-0.101,-1.63625,-1.495,0.937922222222222,1.1245,0.99535,1.11635,0.691133333333333,2.16777777777778,1.013,2.27,1.08075,3.58833333333333,-0.0847460575630743,0.0854738891005526,0.54106996495653,0.867492484537111,-0.712573541786235,3.60978231895415,5.62009525396893,2.07442173862943,8.31813114088138,0.826052196630689,0.782384492093922,0.645933729376227,1.29195016266354,0.975968165195996,0.518700981515772,-1.59541378532481,-3.01309992160999,-0.410280190753164,1.45026796838189,-1.85757430960758,0.785227032975243,2.9658455716469,1.03322121414735,1.51304257047337,-1.58870893848175,10.5156668480041,11.3188098610772,9.79740737985679,8.05462959519139,10.8374499763383,0.0855984385958332,0.151535769932786,0.134930285055749,0.0750485429226602,-0.0171354796067684,1693.51411930089,611.999623957141,4918.69747049074,1404.07307770339,648.862473829609,"10-11"
12,-1.93,-2.41,-1.47,-2.2625,-1.52333333333333,-25.0477777777778,44.07,-76.034,31.452,-46.1796666666667,0.687152488683072,1.23177970724415,-0.17816892963986,-0.346118693739278,1.18201681417766,0.673566666666667,1.49333333333333,0.0667,-0.43125,0.261233333333333,-0.432111111111111,-1.20066666666667,0.7995,-0.60675,-0.315666666666667,1.04493333333333,0.570066666666667,1.7769,1.128175,0.937433333333333,2.37566666666667,3.67266666666667,0.6595,0,2.91766666666667,-0.120952368227126,-0.101592049330377,0.694946785278734,0.542201412164774,-0.746516958033777,4.21530516138616,5.09801407086341,3.84281950734689,7.3182030509125,2.21505374818758,0.687421477274445,0.654043145656746,1.02204533896527,0.960401840782169,0.42638479303686,-0.892668328672424,0.182253616514191,-1.60208620511305,1.01938886528283,-1.77729867826457,2.68127617871086,4.25711276822574,0.413924386138441,2.8559839209947,2.09554897273753,10.4645981742778,11.3379555356061,8.62257035643966,8.1451958756671,10.9700513431354,0.158551678401719,0.202006648677918,0.135600637688724,0.0783654301081969,0.176531213253771,1238.73412953826,1311.1889395319,2453.48090149919,1986.20156153232,316.696203421591,"11-12"
13,-1.17333333333333,-1.01666666666667,-0.51,-2.3325,-1.14666666666667,-29.7195555555556,-36.654,-19.1705,82.723,-36.38,0.148054480462715,-0.775323646437793,-0.402101948439085,-0.184389291273171,1.47230035706554,-0.732555555555556,-1.12366666666667,0.408,0.0705,-1.60333333333333,-0.0628888888888889,-0.247333333333333,0.0555,0.5295,-0.00133333333333334,1.13665555555556,1.4895,0.6637,1.72195,1.0252,2.34633333333333,-0.835666666666667,2.0415,0.88825,5.56933333333333,-0.0402424673718428,-0.247925888264245,0.768490853815085,0.847126434788582,-0.591131541433889,5.66507909945891,4.6646253541464,5.71551497599125,10.0608160402022,4.7902571379847,0.708960003564723,0.654652042898827,1.12588849950201,0.914856537208032,0.378249062443605,-0.963913426495928,-3.01335555972692,-1.9383311240839,0.611502684123548,0.974424875818512,0.408833387366272,0.692972507422654,-1.38565394589332,2.20874526452153,0.317031524408563,10.1406027651184,11.1984846265001,8.77511112742954,7.66351854028525,10.1851014503534,0.156799143576836,0.130198025410164,0.0163187829214924,0.10454306584914,0.230081098524363,1134.13498907044,803.149425387413,2475.15606859243,1790.94413835612,305.748721899744,"12-13"
14,-0.503333333333333,-1.40666666666667,0.755,-1.47,-0.246666666666667,18.1255555555556,71.168,57.3545,81.517,-61.961,0.593155912890804,1.0659033970225,-0.265253992506225,-0.227931822706354,0.999552872933842,0.558088888888889,1.25433333333333,0.718,0.057725,0.0949333333333333,0.225777777777778,-0.0613333333333333,1.0235,-0.20875,0.018,-0.390677777777778,-0.801733333333333,-0.1948,0.532,-0.3704,1.19588888888889,2.01633333333333,1.2745,0.01925,0.807333333333333,-0.260497523911484,0.0349359137986516,0.347592492345505,0.608391073847489,-1.09198550561992,6.39326404378127,5.67719135496296,5.73474366472568,13.0816341802974,5.31550936874311,0.692053861985109,0.6691773562278,0.983520371022569,0.938681952240485,0.419157866491397,0.119158674166595,0.738694859076477,-0.113841530358143,0.721958284365461,-0.15692383393266,0.792311326558452,0.896534826238583,0.22784632147738,2.04707735910132,-0.04155853268817,9.80249194038199,10.3681097231365,7.43789355512019,7.64979700807832,10.6804000027975,0.154776180140285,0.134603653546587,0.103003925827041,0.0945510529883098,0.185884551451266,1425.61897979961,859.198856696237,2852.61136907394,2019.25976737332,484.934621692155,"13-14"
15,1.27111111111111,1.54666666666667,0.625,0.0975,1.66,-42.3387777777778,-83.5936666666667,14.89,32.25775,-60.5383333333333,0.286284738980755,0.443867233691321,-0.153287483106612,-0.302576162306096,0.584862097379722,0.534222222222222,-0.415666666666667,0.9915,-0.3165,1.32333333333333,0.793888888888889,0.35,1.84,0.7075,0.664666666666667,-0.634388888888889,0.127433333333333,-1.0487,-0.467875,-1.07263333333333,-1.375,-2.67233333333333,-0.933,-1.45725,0.448,-0.508913044300946,-0.979595082933606,0.604431008618612,0.52240108602037,-0.910199654160837,6.00080910528154,6.70243049123653,5.08301000761957,10.5123297374004,4.01127899832397,0.667911735616922,0.605163237398417,0.882545883761523,1.02324611291602,0.449745438551182,-0.388881699006751,-0.145922332714643,1.5993103248162,-0.0291744290157955,-2.16304830047244,-0.419643568168222,0.387292354902322,1.43185938028964,1.37310129680446,-3.1068136445994,9.93295221357415,10.6920099062978,8.49870370493995,7.1963888892421,10.624994882926,0.171871326782203,0.216885602962941,0.172228099757814,0.114953622922594,0.131973549852976,1232.19403600819,784.238848796762,2573.76267266047,2169.65832991481,493.685065237904,"14-15"
16,1.00888888888889,0.49,1.555,0.8775,1.21666666666667,-95.9806666666667,-27.991,-90.2845,82.54425,-220.564,-0.0261156452700154,0.676094068001628,-0.514068457838697,-0.221711461073042,-0.368926686394755,0.0773111111111111,1.04666666666667,-0.54285,-0.38425,-0.397833333333333,1.78233333333333,1.60266666666667,1.4025,2.24875,2.07566666666667,-0.689833333333333,-1.55496666666667,-0.54085,-1.68855,0.547333333333333,-1.35355555555556,-0.145666666666667,-0.4315,-2.86375,-2.725,-0.683407347084634,-0.445552000638855,0.278574212642157,0.713049940610762,-2.03184098660758,6.85320257908265,8.06047275586152,5.26748207851379,11.5819012246927,4.72300915662134,0.665811766258177,0.639712496803391,0.833375748345782,0.897395329640993,0.496729950504796,0.235442714154369,0.507199515163164,2.20948264490882,0.13166570812852,-0.900507680249664,1.04081338270349,4.08391304353229,-1.1259435955435,2.77513748165048,-1.9980571862931,9.83078326700299,10.9020235533363,8.87984332501718,7.23240381275487,10.012610222254,0.222160663990103,0.273633766666063,0.166908308188188,0.073605306994809,0.24499644734214,885.983328213665,590.651292146054,1628.25089751474,2040.25170006875,415.021872275782,"15-16"
17,0.0944444444444444,0.246666666666667,0.41,-0.2325,0.113333333333333,52.4653333333333,55.3336666666667,-31.983,113.40875,87.5733333333333,0.065116325351891,0.120408428759107,-0.464305564772203,-0.190609652906483,0.377516709602662,0.208144444444444,-0.247,-0.40935,0.4127,0.884,0.513,0.632333333333333,1.242,0.004,0.207,-0.355822222222222,-0.00919999999999995,-0.28515,-0.690275,-0.6104,0.0208888888888889,0.0363333333333334,-0.1345,1.87775,-1.149,-0.270554832429279,-0.369367888616582,0.109988578612669,1.23294993280237,-0.741991169200775,6.21682519727161,6.87327974882171,5.6795707816331,10.4740731778814,4.48149473954339,0.745402831402095,0.618719893068532,1.11617669836875,0.909034656072578,0.501306056879972,-0.26552167618379,0.152657512834087,0.454836675785135,1.05019026858456,-1.96322081608261,0.847787698075451,2.23293667111868,-0.251874907770091,1.88643651288132,-0.533238801840739,9.80963906649977,10.8473158772926,8.56333329500976,7.50977564299548,9.82407050051242,0.131751755376965,0.267076149185649,0.098308743612304,0.11253858829123,0.0265257230341017,1071.48758070482,741.059613810841,1834.79832107407,2290.20613850833,442.435088270147,"16-17"
18,-0.384444444444444,-0.396666666666667,-0.785,-0.3025,-0.146666666666667,78.4414444444444,113.843,-34.402,44.08825,142.027,0.316695395854724,0.485336311246733,-0.35233905537259,-0.315016885572719,0.792207485156782,0.0751555555555555,0.184466666666667,0.862,0.1735,-0.369666666666667,-0.245777777777778,-0.304333333333333,0.467,-0.14525,-0.555,-1.82445555555556,-2.05103333333333,-1.99015,-0.449125,-1.9203,1.65644444444444,1.943,0.463,-0.13425,2.75233333333333,0.237842113145101,0.268014038698472,0.379273014176546,0.608391073847496,0.0862281872393949,10.3475219407476,9.646896444539,NA,10.3878538467144,NA,0.69105206675289,0.635178232398793,0.97106928671153,0.733634647568018,0.469914717737493,0.223149231305907,0.147905473407633,1.45440130118772,-0.292410129726503,-0.110791569690648,1.64575284718844,2.73063499145037,1.08685767142904,1.20769074195306,0.960364690418413,10.3537354068992,10.878760546696,8.66314812059755,7.58055556261981,11.4056555525462,0.121750780582714,0.138455141133436,0.135586140010101,0.0911532387043633,0.0725436124168797,1555.72950388313,1046.944261708,3166.33682844991,1687.6110092209,441.943820539676,"17-18"
